country,year,co2_kt,co2_per_gdp,cereal_yield,fdi_perc_gdp,elec_access_perc,ch4_ttl,n2o_ttl,urb_pop_growth_perc,pop_growth_perc,gdp,gni_per_cap,pop,urb_pop,agr_land,co2_per_cap
ARG,2000,132265.5,0.309098398743112,3461.8,3.6657905953537906,95.6804733276367,119811.105,38831.5776,1.3466468981516686,1.13327702210541,284203750000.0,7430.0,37070774,33045629,46.95818671460779,3.567918490183129
ARG,2001,125255.2,0.299469331026383,3398.6,0.8061641347593484,95.5110634674458,120443.1962,38634.36102,1.3087316977070882,1.0991714603689,268696750000.0,6960.0,37480493,33480950,46.993265587260524,3.3418770665583293
ARG,2002,117462.1,0.31033685251923476,3275.7,2.198958195022074,96.0960006713867,123719.9224,39168.85204,1.2759551881174473,1.07353834961783,97724004251.8602,4020.0,37885028,33910889,47.03126769930098,3.1004886679772286
ARG,2003,127653.5,0.3038812073328583,3308.7,1.2948108688394413,96.2979507446289,131292.9261,43089.99286,1.2287921082729196,1.03236085902218,127586973492.17664,3640.0,38278164,34330154,47.174981455700134,3.334890879301317
ARG,2004,141376.4,0.3006070895377993,3658.8,2.505017516409696,96.50537109375,132880.0748,43316.96888,1.2091591746034285,1.01533668354561,164657930452.78662,3360.0,38668796,34747780,47.318695212099286,3.656084870084913
ARG,2005,145995.4,0.27651383998525164,4075.8,2.649354414521665,96.7252655029297,131957.976,42938.8839,1.2235923480231377,1.03347622351885,198737095012.28165,4240.0,39070501,35175563,47.473736521125886,3.7367168647261524
ARG,2006,154917.5,0.26343102878831687,3707.6,2.3810685448962774,96.9644088745117,134304.3686,44294.25029,1.222209317886207,1.03467173566483,232557260817.3077,5460.0,39476851,35608120,47.55339479444146,3.9242618414523487
ARG,2007,162820.2,0.2473071220501277,4294.0,2.2512942356836088,97.2243957519531,134281.0012,46711.05108,1.1901612579141687,1.00629733064648,287530508430.568,6480.0,39876111,36034446,47.49109325499052,4.083151438714774
ARG,2008,167231.8,0.23951037082982118,4116.5,2.689900965070933,97.5016021728516,133752.4012,45381.24227,1.1736148836157934,0.992294094354656,361558037110.41925,7630.0,40273769,36459843,46.423562771084775,4.152375209779844
ARG,2009,156567.5,0.23682536238816318,3249.3,1.206439226475663,97.7922058105469,127281.1338,39791.09806,1.1919678157258913,1.01428389337816,332976484577.6189,7760.0,40684338,36897033,45.430209486642624,3.848348226779553
ARG,2010,167226.3,0.2269632185919123,4876.2,2.675161718865369,98.82,119294.5639,41008.30565,0.4296495991451571,0.255582398485167,423627422092.4897,9270.0,40788453,37055902,46.13891233570481,4.0998441397127765
ARG,2011,176641.6,0.22155976729412932,4596.3,2.0446597679000647,99.0342864990234,118321.2923,42143.05607,1.3081413160317232,1.15305928006386,530158176673.7885,10710.0,41261490,37543830,45.7919603608739,4.28102814513
ARG,2012,177955.3,0.2170986403568503,4162.4,2.806671899829319,99.143798828125,121744.7231,41611.2869,1.2807737028339161,1.13690569378967,545982375701.128,11890.0,41733271,38027774,45.58130442249579,4.264111001507645
ARG,2013,183255.7,0.21569238327996645,4795.6,1.7792055364853054,99.285774230957,123305.8615,43058.52932,1.2594824300377767,1.11910919999772,552025140252.2463,12870.0,42202935,38509756,44.9219312381015,4.342250130233834
ARG,2014,179600.7,0.21383665694891288,4827.3,0.9624066503255189,100.0,124480.9874,43399.01415,1.2396386789084972,1.09946109101836,526319673731.6383,12350.0,42669500,38990109,43.853304539425366,4.209111894913228
ARG,2015,185550.0,0.21397021772307664,4779.1,1.9771346178442624,99.6890335083008,124872.4333,43040.15198,1.2157970630095452,1.07800134449604,594749285413.2124,12600.0,43131966,39467043,42.784677840749225,4.301913805644751
ARG,2016,183158.7,0.20690578865526285,5203.4,0.5847489446335814,99.8997421264648,126454.1365,45959.5346,1.1926029190680925,1.05718157762752,557532317363.4512,12220.0,43590368,39940546,41.71605114207309,4.201815869047033
ARG,2017,179267.3,0.17248342486431872,5404.6,1.7893650327506314,100.0,130277.6547,48583.77542,1.17019595911431,1.03713389686514,643628396190.3881,13140.0,44044811,40410674,40.64742444339695,4.070111686936289
ARG,2018,176894.6,0.17067201439608803,4671.4,2.232531550404636,99.9937362670898,130947.533,47884.22344,1.1476021589791883,1.01580834908002,524819898586.90643,12430.0,44494502,40877099,39.60322860828227,3.975650744444786
ARG,2019,168162.0,0.1626415328849134,5474.8,1.4850068654260966,100.0,132855.1587,49875.87787,1.1250197260364365,0.993397493293046,447754686715.0808,11220.0,44938712,41339571,39.60322860828227,3.7420298116243296
AUS,2000,339422.8,0.6725713836897427,2107.3,3.5813774722037692,100.0,165945.0627,98386.78327,0.984333804176905,1.14447285147721,415844972940.49646,21280.0,19028802,16028911,59.288103823073826,17.837318397658454
AUS,2001,345609.4,0.649051183361626,1959.6,2.825072397479804,100.0,176871.5074,108725.2094,1.1235787121919882,1.28396809127349,379357823192.52985,20310.0,19274701,16210024,59.318172942998835,17.930726915037493
AUS,2002,353315.8,0.6245790976887283,2197.5,3.7050862576626042,100.0,170481.6823,101559.3034,1.2824976086853317,1.1375387361946,395573025330.4469,20200.0,19495210,16419256,58.185699595173325,18.1232107784425
AUS,2003,352893.5,0.5943787400217267,1020.7,1.9219861407525394,100.0,130893.3894,61284.6931,1.2937548808944435,1.15019273319182,467497961560.86194,21370.0,19720737,16633061,57.20942946773753,17.894539134110452
AUS,2004,366141.6,0.5786103119121835,2116.4,6.984507821829511,100.0,151512.9589,85058.00977,1.2113745389655237,1.06919812205752,614326362213.6862,25830.0,19932722,16835775,51.40465745935462,18.368871045309312
AUS,2005,368801.9,0.5535884283460515,1694.6,-3.608940166938089,100.0,133024.2817,62237.14956,1.3580804401213593,1.21729073052406,695305000206.7289,30720.0,20176844,17065978,53.39937258373143,18.27847308528529
AUS,2006,374104.4,0.5253069132621353,2111.7,4.08487726473327,100.0,151664.4966,81734.7535,1.4888631544703859,1.34945083098893,747907432136.598,34580.0,20450966,17321968,53.27857542663005,18.29274959432234
AUS,2007,384368.3,0.5038290256183129,981.3,5.201155459522568,100.0,149356.4064,76891.26813,1.9689347512768918,1.82499679529254,854427259166.2086,37370.0,20827622,17666406,51.853676633299926,18.454737655599853
AUS,2008,387570.3,0.48614960597301626,1332.7,4.2777889956768815,100.0,133197.6192,61414.60844,2.1464581901978703,2.00391140524272,1055686110665.5344,42380.0,21249199,18049707,50.673366049230054,18.239289866879215
AUS,2009,393859.7,0.45047663567667595,1651.4,3.0887730592078535,100.0,137197.9021,65146.27764,2.2020063952894176,2.06083316277243,928629769751.8835,44080.0,21691653,18451571,50.018484047746114,18.15720083665362
